instruccion_sistema,text_combined,salida_esperada_json
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",christopher adams zfonuvogmailcom thanks looked maillog see lots spam blocked spamcop messages delivered mailing lists however used seeing lots messages mostly spam legitimate messages failed deliver various subscriber addresses sometimes would 5001000 queued saw nothing thought something wasnt configured right anything clean install postfix new server nothing else running mailman curious thu feb 14 2008 820 ralf hildebrandt ecfaocnmogiylyncharitede wrote christopher adams last night migrated 500 mailman mailing lists another server retaining url domain name everything worked fine messages delivered successfully lists however issue mailq command says queue empty yes isnt postfix amazingly fast really read log instead ralf hildebrandt ecfaocnmogiylyncharitede chnnezkhcharitede postfix einrichtung betrieb und wartung tel 49 030450 570155 httpwwwarschkrebsde ralf always swears like trooper look picture web site imagine probably german christopher adams zfonuvogmailcom tue 05 aug 2008 170401 0800 mailq shows empty,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Resolver problemas de entrega de correos en un servidor"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es técnico y no solicita información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",start date 1 12 02 hourahead hour 6 start date 1 12 02 hourahead hour 6 ancillary schedules awarded variances detected log messages parsing file portland westdesk california scheduling iso final schedules 2002011206 txt,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""informar sobre horarios y variaciones en programación"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""No hay solicitudes sensibles ni urgentes en el contenido.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",francesca mclain francescaadactivedk dont agonize weakness bed cure try attract love life httpwhitedonecom despite success foundations directors sensed theylittle bit neuroticand foundations position hungary grew tenuous thu 07 aug 2008 005642 1700 short way true male power,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""promover un enlace relacionado con el amor"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""El correo contiene un enlace sospechoso y lenguaje confuso.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",armand dubois linbittlmetbittlde choosing p vvi eni mw enl khr arge fs ment method remember widely advertised met ybm hods either ineffective dange kc rous advertisements based lies lack ew edi zw cal knowledge frauds choose po fko ig ren hvs lar gw ge pe tct ni xy enl arge rjd ment device achieve pe zbr ni rj si suk ze dream safe qy edic psm ally approved waypersonal approach customer high standards customer ser oz vice wellorganized prompt delivery service best receive po gh na ren ex lar za ge soon possiblehelp stop pre qjz mat xb ure ej acula yfw tion click httpqzlecjmakecasecomjwewzt thu 07 aug 2008 210948 0300 extend possibilities private life maa iywj egi,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""obtener información personal o financiera"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""El correo contiene enlaces sospechosos y solicita información personal.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",justin kelly fatedcreativegroupcom ok since wrote cgi scripts seem remember much use cgi qwparam use paramwhatever dont think word param goes quotes try ways see works hope suggesting students actually use cgi thats like soooo 20th century like cool jk fri 08 aug 2008 093808 0000 ilug help get strings form cgi perl script,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Solicitar ayuda sobre scripts CGI en Perl"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""No hay indicios de phishing ni solicitud de información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",robert fitzpatrick wluhewebtentnet see lot messages hitting bayes_00 reducing enough make fn learning problem solved still issue new message types way protect sort thing like recipe add bayes score score 7 bayes_50 lower would detrimental scoring thanks advance robert thu 07 aug 2008 152833 0500 bayes_00 fn,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir problemas técnicos de aprendizaje automático"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es técnico y no solicita información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",user21gvcceaschallengecc signature generated pownce incorrect hi leah progress thanks tony received message subscribed google groups pownceapi group post group send email zgdjhgesvgooglegroupscom unsubscribe group send email ggnqhfrshhbqfvscggnqgooglegroupscom options visit group httpgroupsgooglecomgrouppownceapihlen wed 06 aug 2008 110257 0700 pownceapi oauth bug pownce api,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""informar sobre un mensaje de suscripción a un grupo"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""No hay solicitudes sensibles ni urgentes en el contenido.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",googleadwords supportadwordsgooglecom dear advertiser unable process payment ads suspended soon unless process payment prevent ads suspended please update payment information please sign account update payment information look forward providing effective advertising available thank advertising google adwords fri 08 aug 2008 110425 0200 ads suspended,"{
  ""urgencia"": true,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""obtener información de pago para evitar suspensión de anuncios"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Solicita información sensible bajo amenaza de suspensión""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",catching crazy woman beating glass great seeing sorry able catch chicago said relocating houston moving anderson gang next week working enron freight markets learning curve pretty vertical great opportunity got time get together near future love catch hear might even steal great ideas use freight thursday joel joel anderson enron freight markets enron center south ecs 03825 houston tx 77002 office 713 853 3010 fax 713 853 6061,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""reunirse y compartir ideas sobre el mercado de transporte"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo parece ser una comunicación profesional normal.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",kai ponte xdbperfectreigncom friday 08 february 2008 094655 pm joe sloan wrote chuck stuettgen wrote fix yast select configure wireless card select hardware tab change kernel module module name drop list ipw3945 iwl3945 save settings exit yast reboot laptop iwl3945 kernel module list install first reboot change worked great thanks ack good fix except reboots absolutely need rmmod ipw3945 youre good go would idea joe im obviously making scale today ill see get tomorrow kai tue 05 aug 2008 163555 0800 opensuse intel 3945 wireless problem opensuse 103,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""Resolver un problema técnico con un controlador de red"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo trata sobre soporte técnico y no contiene solicitudes sospechosas.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",etheeh manhood feels heavy make really massive httpwwwfiftywincom tue 05 aug 2008 223552 0300 slap ass,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""promocionar un enlace sospechoso"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""El correo contiene un enlace potencialmente malicioso.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",possible rtp conference look forward seeing 10 thursday march 15 office 408 terman center find searchable campus map contact information homepage address 05 24 pm 3 12 01 0600 wrote dear professor huntington thursday 10 works please let know meet attaching itinerary contact necessary cell phone number 713 410 5396 vince kaminski see attached file vk sf stanford 3 14 01 doc hillard g huntington emf international forum energy environmental markets voice 650 723 1050 408 terman center fax 650 725 5362 stanford university email hillh stanford edu stanford ca 94305 4026 emf website http www stanford edu group emf,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""coordinar una reunión y compartir un itinerario"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo parece ser una comunicación normal sobre una reunión.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",qydlqcwsiacfymissuesapacheorg httpissuesapacheorgspamassassinshow_bugcgiid5828 mqlwfkfoapacheorg changed removed added statusnew resolved resolution duplicate additional comments mqlwfkfoapacheorg 20080215 1104 bug marked duplicate 5827 receiving mail assignee bug watching assignee tue 05 aug 2008 234744 0800 bug 5828 failing rule whois_registerfly,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""informar sobre un error en un sistema"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo trata sobre un seguimiento de errores en un sistema.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",enron stock options hpl employees yes original message kitchen louise sent thursday july 19 2001 12 45 pm oxley david cc redmond brian subject fw enron stock options hpl employees know got presume dealt team original message lbechterhoff aep com enron mailto imceanotes lbechterhoff 40 aep 2 ecom 40 enron enron com sent thursday july 19 2001 10 44 brown aaron executive comp jones robert w hr exec kitchen louise subject enron stock options hpl employees gentlemen attached copies correspondence fran mays regarding time period allowed exercise stock options involuntary termination enron due sale houston pipe line aep apparently various stock option plans allow different time periods exercise cases norm seems three years however employees able participate original employee stock option plan inception allowed period one year seems employees joined enron years following inception plan able participate limited degree allowed three year period case involuntary termination following facts material issue 1 fran mays represented hpl employees authoritative source information regarding enron benefits available employees would terminated due sale hpl 2 even though documentation various benefit plans exist documentation may clear cases subject interpretation authoritative enron source always prudent employee official company interpretation plan document rather rely interpretation 3 instance divestiture merger change control company personal experience often modifications exceptions benefit plans usually done interest fairness employees affected case sale hpl exception made since retire enron vesting stock options considered retired allowed vested stock options would lost monetary benefit exception significant since 25 unvested share options precedent 4 submitted fran mays supervisor question specifically addressed stock option exercise period 5 response specific written question submitted contained general q format response fran mays contains unequivocal direct statement period exercise vested options involuntary termination due sale hpl three years 6 disclaimer q document referenced plan documents disclaimer sort may useful address details specific issue allow clarification due ambiguity disclaimer negate reverse direct clear unequivocal statement fact logic allows application disclaimer statement fact among number hpl employees former enron employees made significant personal decisions based reliance statement q three years exercise options one year period currently allowed impact exercise price income tax consequences although recognize actual impact depends personal decisions exercise options case combined impact could significant aep perspective enron employees agreed stay hpl move aep sale added great deal value hpl acquisition seems reasonable treat former employees sense fairness penalize career decision benefited enron requesting time exercise original employee options extended three years would make stock option plan consistent enron stock option plans would settle ongoing issue representation hpl employees period would three years change would allow hpl employees acted loyal enron employees made significant career choice benefitted enron feel treated fairly enron l b echterhoff lbechterhoff aep com 832 668 1204 fran l mayes enron enronxgate 05 31 2001 01 18 pm lal echterhoff hou ect ect cc brian redmond hou ect enron subject stock option questions lal thanks comments verified corporate compensation group legal unfortunately enron able remedy situation plan document provisions supercede q fran original message echterhoff lal sent thursday may 31 2001 10 53 mayes fran l cc brian redmond hou ect enron subject stock option questions position general disclaimer q march 8 negated specific response question regarding period exercise stock options unacceptable answer specific question shown various plans various periods exercise answer question unequivocal statement period exercise three years sure many others made certain critical decisions based statement claim validity would suggest remedy situation allow stock options period exercise three years unless earlier due actual expiration date stated grant use term expiration date normal expiration date would occur options unexercised would apply anyone continuing employment enron regard position period exercise set particular stock option plan changed anything changed special provisions made particularly course transition due merger spin sale company special provisions made exclude hpl employees new employee stock option plan special provisions made provide 5 payment hpl employees lieu new stock option plan special provisions made consider hpl employees age 55 5 years service retirees allow vesting stock options feel sure special considerations certain employees lal echterhoff march 8 2001 q 1 transfer aep termination listed involuntary exercise vested options yes transfer aep treated involuntary termination reason divestiture enron 2 time frame exercise vested stock options period exercise vested options upon involuntary termination retirement death disability three 3 years fran l mayes enron enronxgate 05 30 2001 02 14 pm subject stock option questions received questions many employees concerning expiration date stock options q dated march 8 2001 stated three years exercise date options however page 1 document statement included regarding intent document stock option plan document govern provisions stock option program options listed stock option termination report list one year expiration three years stated question 16 document correct follows provision plan document employees options granted different stock option plan plan carries three year term expiration please review report carefully determine plan options issued additionally document intended provide general information page 1 included statement regarding plan document specifically case errors made document additionally stated employees could obtain copies plan document review enron provides plan documents employees familiarize plan make decisions based plan document apologize confusion may caused however plan options granted official document enron determines termination date please call need discuss options however understand speak regarding employees compensation options,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir opciones de acciones para empleados de Enron"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El correo trata sobre beneficios laborales, no hay riesgo aparente.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",el nuevo papel del gerente administrativo en las empresas modernas loova quality training de mxico presenta el jueves 07 de octubre en monterrey se lo puede perder por nica ocasin el nuevo papel del gerente administrativo en las empresas modernas este magnfico seminario le ofrece las herramientas estrategias prcticas administrativas que le ayudarn identificar solucionar reas de oportunidad dentro de su compaa de manera inmediata actualmente las organizaciones viven en un entorno demasiado dinmico por lo que es necesario contar con informacin oportuna confiable para tomar decisiones clave para el futuro de la empresa algunos de los aspectos relevantes de este seminario cmo integrar la planeacin contabilidad administracin general anlisis de procesos polticas procedimientos para mejorar la operaciones estrategias para enfrentar la problemtica de los costos la liquidez rentabilidad cmo enlazar la estrategia global de la empresa con la informacin financiera administrativa este seminario est dirigido los directores gerentes de administracin finanzas contralores gerentes de contabilidad contadores todos aquellos ejecutivos responsables de enfrentar al nuevo retador ambiente de las empresas en el 2004 se lo puede perder solicite informacin completa de click abajo monterrey 07 08 de octubre de 2004 sede hotel crowne plaza de click aqu solicite informacin completa informes al tel 81 81 23 25 17 con 10 lineas lada sin costo 01 800 90 10000 e mail monterrey italiam com si desea recibir ms informacin de nuestros exclusivos programas de capacitacin de click aqu www italiam comquality training de mxico derechos reservados,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""promocionar un seminario sobre administración"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""Es un correo promocional sin solicitudes sensibles.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",global operations controller forum completed enron capital trade resources corp sally beck 10 10 2000 23 58 sent patti thompson mike jordan lon ect ect james new lon ect ect mike wellings lon ect ect coralie evans lon ect ect robert yeo lon ect ect paul arcy lon ect ect david wall risk mgmt lon ect ect andrew cornfield lon ect ect cindy horn lon ect ect jeffrey c gossett hou ect ect leslie reeves hou ect ect bob hall na enron enron stacey w white hou ect ect peggy hedstrom cal ect ect brenda f herod hou ect ect brent price hou ect ect scott earnest hou ect ect todd hall hou ect ect sheila glover hou ect ect kevin sweeney hou ect ect fernley dyson lon ect ect heidi mason enron _ development enron _ development jan erland bekeng ap enron enron scott mills hou ect ect barry pearce enron communications enron communications kristin albrecht enron communications enron communications wanda curry hou ect ect meredith eggleston hou ees ees shona wilson na enron enron eugenio perez hou ect ect michael e moscoso hou ect ect neil tarling enron communications enron communications cc subject global operations controller forum please fill following information email fax 713 345 8100 soon possible day would great please select dinner entr e sunday oct 22 pan seared medallions black angus tenderloin yes grilled chicken breast w artichoke mushrooms light herb sauce hotel reservation sunday monday nights yes sunday night monday night extend additional nights smoking non smoking room non smoking flight information date arrival sunday 22 oct airline flight number continental co 35 houston arrival time shirt size women men size mens small med large x large xx large xl thanks patti x 39106,"{
  ""urgencia"": true,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""Solicitar información personal y de viaje"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Pide datos sensibles como información de vuelo y preferencias de habitación.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",bait excelled em ca good time problems seeing graphics please go hey bait excelled em ca ready see new photos online see message solicitation wish opt e mails please go also write us highrollerspot com opt department 6311 van nuys blvd 403 van nuys ca 91401,"{
  ""urgencia"": false,
  ""peticion_sensible"": true,
  ""intencion_detectada"": ""solicitar que el usuario se suscriba a correos"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""Solicita información personal y parece sospechoso.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",joe smith lvtjoti_rvm_ogihotmailcom brett cannon wrote message newsbbaeab100804291344g1ca48af9s3b5bbdacf516b8d7mailgmailcom tue apr 29 2008 246 raymond hettinger wrote userlistuserstring done 30 note updated moved collections module py30 noted anydbm dbmtools 1_ whichdb dbmtools 1_ better naming suggestions dbmtools original names seem much informative way much overhead two modules contained one useful function nick said dont know db stuff dont see loss information come better name open suggestions module merge happen problem functions dbmopen dmbwhichdb user latter one seems espeically logical tool help select submodule want use _______________________________________________ python3000 mailing list smsbmo9552pythonorg httpmailpythonorgmailmanlistinfopython3000 unsubscribe httpmailpythonorgmailmanoptionspython3000python300040tangomucom thu 07 aug 2008 134657 0400 python3000 stdlibsig pep 3108 stdlib reorgcleanup,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir sobre nombres de módulos en Python"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""No hay solicitudes sensibles ni urgentes en el contenido.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",debt aver program skyxtgm copyright 2002 rights reservedif would longer like us contact feel havereceived email error please click unsubscribe,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""intentar que el usuario se desuscriba"",
  ""categoria_texto"": ""phishing"",
  ""justificacion"": ""El texto es confuso y parece un intento de phishing.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",guido van rossum hoaufpythonorg wed mar 19 2008 1134 paul moore wrote 19032008 guido van rossum wrote mon mar 17 2008 219 pm zooko wrote 4 standard python library includes tool find read resources python modules came bundled python package think pretty close already pep 302 defines getdata method hopefully pep 302 implementations support thing missing imo little function getdata __loader__ object ie default importfromfilesystem import method used im currently working addition pkgutil provide type function im considering going little adding functions get filelike object test existence list available resources modelled pkg_resources functions extra ones supported loader protocol im undecided whether worth ill see complex code gets id __loader__ offers people always wrap stringio around patch ill post tracker whats best approach code patch 30 backport code 26 let merging process stuff code 26 let merge thing guido van rossum home page httpwwwpythonorgguido _______________________________________________ pythondev mailing list zvlllneumpythonorg httpmailpythonorgmailmanlistinfopythondev unsubscribe httpmailpythonorgmailmanoptionspythondevpythondev40tangomucom wed 06 aug 2008 082102 0700 pythondev distutils pep 365 adding pkg_resources module,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir mejoras en la biblioteca estándar de Python"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es técnico y no solicita información sensible.""
}"
"
Eres un analista experto en ciberseguridad. Voy a darte el texto de un correo electrónico.
Tu trabajo es analizarlo y devolver ÚNICAMENTE un objeto JSON válido con esta estructura exacta, sin texto adicional:
{
  ""urgencia"": true/false,
  ""peticion_sensible"": true/false,
  ""intencion_detectada"": ""breve descripción de lo que busca el remitente"",
  ""categoria_texto"": ""phishing"" o ""seguro"",
  ""justificacion"": ""explicación en menos de 15 palabras""
}
",julian reschke julianreschkegmxde tim bray wrote new uri scheme defined needs state identifies resolved identifies http resource resolution done via http seems dont need actually lots identifiers resolution requirement correct sloppy however context held stays true identifiers clearly intended resolvable used location requests whole document would totally pointless way resolve happened usually due clueless implementors famous case dtd uris appearing html certain developers remain nameless tried retrieve every time parsed html page surprise surprise didnt work right rss vs netscape another example using public uris dtds introduces single point failure using public uris xml namespaces processors need resolve real risk identifier used retrieve something used whether thats appropriate thats risk work plans correct said evidence uris appear xml namespace names caused kind problem br julian _______________________________________________ ietf mailing list ietfietforg httpswwwietforgmailmanlistinfoietf thu 07 aug 2008 124845 0400 new schemes vs recycling http past lc comments draftietfgeoprivhttplocationdelivery08,"{
  ""urgencia"": false,
  ""peticion_sensible"": false,
  ""intencion_detectada"": ""discutir sobre esquemas URI y su resolución"",
  ""categoria_texto"": ""seguro"",
  ""justificacion"": ""El contenido es técnico y no solicita información sensible.""
}"
